text,joy,sadness,anger,fear,surprise,neutral
"Lately, how dare they treat people this way?",0,0,1,0,0,0
"To be honest, the book is on the table.",0,0,0,0,0,1
"Usually, I'm over the moon with joy.",1,0,0,0,0,0
"To be honest, the package arrived this morning.",0,0,0,0,0,1
"Actually, the report is due on monday.",0,0,0,0,0,1
"Actually, I'm worried sick.",0,0,0,1,0,0
"Lately, this is a total disaster and i'm mad.",0,0,1,0,0,0
"To be honest, I'm really scared about the future.",0,0,0,1,0,0
"Surprisingly, I'm grinning from ear to ear.",1,0,0,0,0,0
"Lately, wow! that's incredible.",0,0,0,0,1,0
"Surprisingly, success at last, i'm thrilled!",1,0,0,0,0,0
"Today, just leave me alone, i'm angry.",0,0,1,0,0,0
"To be honest, stop bothering me right now.",0,0,1,0,0,0
"Surprisingly, this is so frustrating!",0,0,1,0,0,0
"Lately, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Surprisingly, feeling very grateful and happy.",1,0,0,0,0,0
"Usually, I miss them so much.",0,1,0,0,0,0
"Finally, that's a twist i didn't foresee.",0,0,0,0,1,0
"Today, pure bliss and happiness.",1,0,0,0,0,0
"Usually, the temperature remains constant.",0,0,0,0,0,1
"Surprisingly, Is this for real? I'm shocked!",0,0,0,0,1,0
"Today, I feel absolutely wonderful.",1,0,0,0,0,0
"Today, I don't want to go in there alone.",0,0,0,1,0,0
"Lately, Instructions are followed step by step.",0,0,0,0,0,1
"Actually, panic is setting in.",0,0,0,1,0,0
"Actually, this is so frustrating!",0,0,1,0,0,0
"Actually, the book is on the table.",0,0,0,0,0,1
"Usually, panic is setting in.",0,0,0,1,0,0
"Today, I'm radiating positivity today.",1,0,0,0,0,0
"To be honest, a standard procedure was applied.",0,0,0,0,0,1
"Lately, the temperature remains constant.",0,0,0,0,0,1
"Actually, the meeting started on time.",0,0,0,0,0,1
"Finally, trembling with anxiety.",0,0,0,1,0,0
"Usually, Is this for real? I'm shocked!",0,0,0,0,1,0
"To be honest, cold shivers down my spine.",0,0,0,1,0,0
"Surprisingly, how dare they treat people this way?",0,0,1,0,0,0
"Today, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Surprisingly, I'm over the moon with joy.",1,0,0,0,0,0
"To be honest, what a delightful surprise!",1,0,0,0,0,0
"In the morning, I feel absolutely wonderful.",1,0,0,0,0,0
"Usually, what a delightful surprise!",1,0,0,0,0,0
"Finally, simply amazing and unexpected.",0,0,0,0,1,0
"Actually, such a heartwarming moment.",1,0,0,0,0,0
"Surprisingly, I'm afraid of what might happen next.",0,0,0,1,0,0
"To be honest, I'm really scared about the future.",0,0,0,1,0,0
"Lately, the weather is mild today.",0,0,0,0,0,1
"Today, data points were plotted on the graph.",0,0,0,0,0,1
"In the morning, heartbroken and lost.",0,1,0,0,0,0
"Actually, my jaw dropped when i saw it.",0,0,0,0,1,0
"To be honest, the sun rises in the east.",0,0,0,0,0,1
"Today, It's a very lonely day.",0,1,0,0,0,0
"Today, I miss them so much.",0,1,0,0,0,0
"Finally, such a heartwarming moment.",1,0,0,0,0,0
"Today, I don't want to go in there alone.",0,0,0,1,0,0
"To be honest, success at last, i'm thrilled!",1,0,0,0,0,0
"Surprisingly, that's a twist i didn't foresee.",0,0,0,0,1,0
"Finally, this makes my blood boil.",0,0,1,0,0,0
"To be honest, this makes my blood boil.",0,0,1,0,0,0
"Lately, what a delightful surprise!",1,0,0,0,0,0
"Usually, loneliness is a silent companion.",0,1,0,0,0,0
"In the morning, data points were plotted on the graph.",0,0,0,0,0,1
"Finally, the darkness is frightening.",0,0,0,1,0,0
"In the morning, success at last, i'm thrilled!",1,0,0,0,0,0
"Today, my jaw dropped when i saw it.",0,0,0,0,1,0
"Surprisingly, I've had enough of this nonsense.",0,0,1,0,0,0
"Actually, success at last, i'm thrilled!",1,0,0,0,0,0
"In the morning, trembling with anxiety.",0,0,0,1,0,0
"Finally, such a heartwarming moment.",1,0,0,0,0,0
"Actually, It's a very lonely day.",0,1,0,0,0,0
"Finally, that loud noise startled me.",0,0,0,1,0,0
"Usually, I feel absolutely wonderful.",1,0,0,0,0,0
"Lately, feeling quite blue and isolated.",0,1,0,0,0,0
"Today, this makes my blood boil.",0,0,1,0,0,0
"Actually, the darkness is frightening.",0,0,0,1,0,0
"Usually, I'm pleasantly surprised!",0,0,0,0,1,0
"Finally, I'm so proud of this achievement.",1,0,0,0,0,0
"Today, I'm so sorry to hear that.",0,1,0,0,0,0
"In the morning, observations were recorded accurately.",0,0,0,0,0,1
"To be honest, just leave me alone, i'm angry.",0,0,1,0,0,0
"Usually, what a beautiful day to be alive.",1,0,0,0,0,0
"Lately, I feel absolutely wonderful.",1,0,0,0,0,0
"Today, nightmares are haunting me.",0,0,0,1,0,0
"To be honest, I feel absolutely wonderful.",1,0,0,0,0,0
"Usually, I feel so vulnerable and scared.",0,0,0,1,0,0
"Finally, such a heartwarming moment.",1,0,0,0,0,0
"Actually, my jaw dropped when i saw it.",0,0,0,0,1,0
"Lately, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Lately, this is a major revelation.",0,0,0,0,1,0
"Surprisingly, It's a very lonely day.",0,1,0,0,0,0
"Actually, I feel absolutely wonderful.",1,0,0,0,0,0
"In the morning, this is completely unacceptable.",0,0,1,0,0,0
"In the morning, I will be there in ten minutes.",0,0,0,0,0,1
"Today, the car is parked in the driveway.",0,0,0,0,0,1
"In the morning, panic is setting in.",0,0,0,1,0,0
"Usually, I'm afraid of what might happen next.",0,0,0,1,0,0
"Surprisingly, don't push me any further.",0,0,1,0,0,0
"Actually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Actually, data points were plotted on the graph.",0,0,0,0,0,1
"Surprisingly, everything feels so grey and hopeless.",0,1,0,0,0,0
"To be honest, I'm losing my patience.",0,0,1,0,0,0
"Lately, the car is parked in the driveway.",0,0,0,0,0,1
"Surprisingly, feeling quite blue and isolated.",0,1,0,0,0,0
"Actually, the package arrived this morning.",0,0,0,0,0,1
"Actually, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Actually, It's a very lonely day.",0,1,0,0,0,0
"Usually, I'm really scared about the future.",0,0,0,1,0,0
"Actually, loneliness is a silent companion.",0,1,0,0,0,0
"To be honest, I'm really scared about the future.",0,0,0,1,0,0
"In the morning, life is grand!",1,0,0,0,0,0
"Usually, the uncertainty is paralyzing.",0,0,0,1,0,0
"To be honest, Instructions are followed step by step.",0,0,0,0,0,1
"Lately, deeply saddened by the news.",0,1,0,0,0,0
"Lately, I'm really scared about the future.",0,0,0,1,0,0
"Usually, the weather is mild today.",0,0,0,0,0,1
"Today, I'm grinning from ear to ear.",1,0,0,0,0,0
"Lately, I've had enough of this nonsense.",0,0,1,0,0,0
"In the morning, deeply saddened by the news.",0,1,0,0,0,0
"In the morning, I feel really down lately.",0,1,0,0,0,0
"Today, I'm over the moon with joy.",1,0,0,0,0,0
"Finally, everything feels so grey and hopeless.",0,1,0,0,0,0
"Surprisingly, just leave me alone, i'm angry.",0,0,1,0,0,0
"Usually, I don't want to go in there alone.",0,0,0,1,0,0
"Today, trembling with anxiety.",0,0,0,1,0,0
"Surprisingly, I can't believe they did that to me.",0,0,1,0,0,0
"Actually, the weather is mild today.",0,0,0,0,0,1
"Today, I've had enough of this nonsense.",0,0,1,0,0,0
"Today, a standard procedure was applied.",0,0,0,0,0,1
"Usually, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Lately, It's been a tough day.",0,1,0,0,0,0
"Surprisingly, I'm radiating positivity today.",1,0,0,0,0,0
"Surprisingly, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"To be honest, everything is going perfectly.",1,0,0,0,0,0
"Finally, heartbroken and lost.",0,1,0,0,0,0
"Today, this is the best news ever.",1,0,0,0,0,0
"Finally, I'm losing my patience.",0,0,1,0,0,0
"Actually, I miss them so much.",0,1,0,0,0,0
"To be honest, I feel absolutely wonderful.",1,0,0,0,0,0
"Usually, cold shivers down my spine.",0,0,0,1,0,0
"Today, completely blindsided by this.",0,0,0,0,1,0
"Surprisingly, I feel so vulnerable and scared.",0,0,0,1,0,0
"Finally, that loud noise startled me.",0,0,0,1,0,0
"In the morning, cold shivers down my spine.",0,0,0,1,0,0
"Usually, It's been a tough day.",0,1,0,0,0,0
"Usually, the book is on the table.",0,0,0,0,0,1
"In the morning, everything is going perfectly.",1,0,0,0,0,0
"Lately, I will be there in ten minutes.",0,0,0,0,0,1
"Surprisingly, I feel so vulnerable and scared.",0,0,0,1,0,0
"Lately, feeling quite blue and isolated.",0,1,0,0,0,0
"Lately, I'm pleasantly surprised!",0,0,0,0,1,0
"Usually, panic is setting in.",0,0,0,1,0,0
"In the morning, I'm so sorry to hear that.",0,1,0,0,0,0
"To be honest, It's been a tough day.",0,1,0,0,0,0
"In the morning, this is a major revelation.",0,0,0,0,1,0
"Usually, my jaw dropped when i saw it.",0,0,0,0,1,0
"To be honest, Infuriated by the incompetence.",0,0,1,0,0,0
"Usually, I'm losing my patience.",0,0,1,0,0,0
"Actually, wow! that's incredible.",0,0,0,0,1,0
"To be honest, I feel really down lately.",0,1,0,0,0,0
"Actually, this is so frustrating!",0,0,1,0,0,0
"Actually, just leave me alone, i'm angry.",0,0,1,0,0,0
"In the morning, Infuriated by the incompetence.",0,0,1,0,0,0
"To be honest, I will be there in ten minutes.",0,0,0,0,0,1
"In the morning, wow! that's incredible.",0,0,0,0,1,0
"Today, the report is due on monday.",0,0,0,0,0,1
"Usually, I can't believe they did that to me.",0,0,1,0,0,0
"Lately, the book is on the table.",0,0,0,0,0,1
"Today, Is this for real? I'm shocked!",0,0,0,0,1,0
"In the morning, I'm over the moon with joy.",1,0,0,0,0,0
"Usually, I am absolutely furious with the service.",0,0,1,0,0,0
"In the morning, everything feels so grey and hopeless.",0,1,0,0,0,0
"Surprisingly, who would have thought?",0,0,0,0,1,0
"Lately, the package arrived this morning.",0,0,0,0,0,1
"To be honest, It is what it is.",0,0,0,0,0,1
"Today, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Lately, I am absolutely furious with the service.",0,0,1,0,0,0
"To be honest, feeling quite blue and isolated.",0,1,0,0,0,0
"Lately, the package arrived this morning.",0,0,0,0,0,1
"Finally, stop bothering me right now.",0,0,1,0,0,0
"Actually, I'm so proud of this achievement.",1,0,0,0,0,0
"Actually, I don't want to go in there alone.",0,0,0,1,0,0
"Finally, It's been a tough day.",0,1,0,0,0,0
"Usually, the book is on the table.",0,0,0,0,0,1
"Actually, I'm grinning from ear to ear.",1,0,0,0,0,0
"Lately, It's just one of those days where everything hurts.",0,1,0,0,0,0
"To be honest, the temperature remains constant.",0,0,0,0,0,1
"Surprisingly, I feel absolutely wonderful.",1,0,0,0,0,0
"Finally, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Surprisingly, observations were recorded accurately.",0,0,0,0,0,1
"Actually, data points were plotted on the graph.",0,0,0,0,0,1
"In the morning, a standard procedure was applied.",0,0,0,0,0,1
"Lately, wow! that's incredible.",0,0,0,0,1,0
"Surprisingly, I'm really scared about the future.",0,0,0,1,0,0
"In the morning, feeling very grateful and happy.",1,0,0,0,0,0
"Surprisingly, I just want to stay in bed and cry.",0,1,0,0,0,0
"In the morning, stop bothering me right now.",0,0,1,0,0,0
"Surprisingly, feeling very grateful and happy.",1,0,0,0,0,0
"Today, this is a major revelation.",0,0,0,0,1,0
"To be honest, I am going to the store.",0,0,0,0,0,1
"Finally, feeling quite blue and isolated.",0,1,0,0,0,0
"Today, everything feels so grey and hopeless.",0,1,0,0,0,0
"To be honest, I don't want to go in there alone.",0,0,0,1,0,0
"Usually, pure bliss and happiness.",1,0,0,0,0,0
"Surprisingly, data points were plotted on the graph.",0,0,0,0,0,1
"In the morning, life is grand!",1,0,0,0,0,0
"Usually, pure bliss and happiness.",1,0,0,0,0,0
"Lately, pure bliss and happiness.",1,0,0,0,0,0
"To be honest, I feel really down lately.",0,1,0,0,0,0
"Lately, what a beautiful day to be alive.",1,0,0,0,0,0
"Today, I don't want to go in there alone.",0,0,0,1,0,0
"To be honest, It is what it is.",0,0,0,0,0,1
"Surprisingly, observations were recorded accurately.",0,0,0,0,0,1
"Surprisingly, I don't want to go in there alone.",0,0,0,1,0,0
"Usually, It's a very lonely day.",0,1,0,0,0,0
"Today, I can't believe they did that to me.",0,0,1,0,0,0
"Surprisingly, success at last, i'm thrilled!",1,0,0,0,0,0
"Actually, everything is going perfectly.",1,0,0,0,0,0
"Today, a heavy heart today.",0,1,0,0,0,0
"Lately, I'm speechless, what a surprise.",0,0,0,0,1,0
"Usually, loneliness is a silent companion.",0,1,0,0,0,0
"Usually, that's a twist i didn't foresee.",0,0,0,0,1,0
"Surprisingly, just leave me alone, i'm angry.",0,0,1,0,0,0
"Finally, just leave me alone, i'm angry.",0,0,1,0,0,0
"Usually, the report is due on monday.",0,0,0,0,0,1
"Surprisingly, a standard procedure was applied.",0,0,0,0,0,1
"Actually, life is grand!",1,0,0,0,0,0
"Today, the book is on the table.",0,0,0,0,0,1
"Finally, a heavy heart today.",0,1,0,0,0,0
"Finally, a standard procedure was applied.",0,0,0,0,0,1
"Lately, this is the best news ever.",1,0,0,0,0,0
"Actually, It is what it is.",0,0,0,0,0,1
"Actually, success at last, i'm thrilled!",1,0,0,0,0,0
"Lately, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Finally, I've had enough of this nonsense.",0,0,1,0,0,0
"Lately, I'm afraid of what might happen next.",0,0,0,1,0,0
"Today, I'm pleasantly surprised!",0,0,0,0,1,0
"To be honest, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Finally, the uncertainty is paralyzing.",0,0,0,1,0,0
"Finally, what a turn of events!",0,0,0,0,1,0
"To be honest, what a turn of events!",0,0,0,0,1,0
"Lately, that loud noise startled me.",0,0,0,1,0,0
"To be honest, I'm absolutely stunned.",0,0,0,0,1,0
"To be honest, I am going to the store.",0,0,0,0,0,1
"To be honest, this is so frustrating!",0,0,1,0,0,0
"Finally, success at last, i'm thrilled!",1,0,0,0,0,0
"Surprisingly, loneliness is a silent companion.",0,1,0,0,0,0
"Today, I'm radiating positivity today.",1,0,0,0,0,0
"Actually, Infuriated by the incompetence.",0,0,1,0,0,0
"Actually, don't push me any further.",0,0,1,0,0,0
"Lately, simply amazing and unexpected.",0,0,0,0,1,0
"To be honest, I just want to stay in bed and cry.",0,1,0,0,0,0
"Actually, what a delightful surprise!",1,0,0,0,0,0
"Actually, what a delightful surprise!",1,0,0,0,0,0
"In the morning, nightmares are haunting me.",0,0,0,1,0,0
"Today, observations were recorded accurately.",0,0,0,0,0,1
"Surprisingly, what a delightful surprise!",1,0,0,0,0,0
"Surprisingly, the temperature remains constant.",0,0,0,0,0,1
"Actually, I'm worried sick.",0,0,0,1,0,0
"Today, I feel absolutely wonderful.",1,0,0,0,0,0
"To be honest, It's a very lonely day.",0,1,0,0,0,0
"Lately, I am so happy today!",1,0,0,0,0,0
"Actually, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Actually, nightmares are haunting me.",0,0,0,1,0,0
"Usually, data points were plotted on the graph.",0,0,0,0,0,1
"Today, the uncertainty is paralyzing.",0,0,0,1,0,0
"In the morning, a constant state of dread.",0,0,0,1,0,0
"Actually, I can't believe they did that to me.",0,0,1,0,0,0
"In the morning, I'm radiating positivity today.",1,0,0,0,0,0
"Actually, I'm pleasantly surprised!",0,0,0,0,1,0
"In the morning, I'm speechless, what a surprise.",0,0,0,0,1,0
"Lately, I'm worried sick.",0,0,0,1,0,0
"Finally, the sun rises in the east.",0,0,0,0,0,1
"Usually, this is a major revelation.",0,0,0,0,1,0
"Usually, what a turn of events!",0,0,0,0,1,0
"Lately, I will be there in ten minutes.",0,0,0,0,0,1
"Surprisingly, everything feels so grey and hopeless.",0,1,0,0,0,0
"Actually, unbelievable, just unbelievable.",0,0,0,0,1,0
"Lately, I will be there in ten minutes.",0,0,0,0,0,1
"To be honest, oh my god, i didn't expect that!",0,0,0,0,1,0
"Surprisingly, I don't want to go in there alone.",0,0,0,1,0,0
"Finally, the meeting started on time.",0,0,0,0,0,1
"Lately, how dare they treat people this way?",0,0,1,0,0,0
"In the morning, I don't want to go in there alone.",0,0,0,1,0,0
"Lately, how dare they treat people this way?",0,0,1,0,0,0
"Surprisingly, everything feels so grey and hopeless.",0,1,0,0,0,0
"Today, this is the best news ever.",1,0,0,0,0,0
"Today, I'm pleasantly surprised!",0,0,0,0,1,0
"Usually, what a beautiful day to be alive.",1,0,0,0,0,0
"Surprisingly, I miss them so much.",0,1,0,0,0,0
"In the morning, what a beautiful day to be alive.",1,0,0,0,0,0
"To be honest, I am absolutely furious with the service.",0,0,1,0,0,0
"In the morning, the sun rises in the east.",0,0,0,0,0,1
"Surprisingly, everything feels so grey and hopeless.",0,1,0,0,0,0
"In the morning, I'm absolutely stunned.",0,0,0,0,1,0
"Finally, I'm pleasantly surprised!",0,0,0,0,1,0
"Today, I am so happy today!",1,0,0,0,0,0
"In the morning, I'm grinning from ear to ear.",1,0,0,0,0,0
"Usually, this is a total disaster and i'm mad.",0,0,1,0,0,0
"To be honest, cold shivers down my spine.",0,0,0,1,0,0
"Lately, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Actually, the report is due on monday.",0,0,0,0,0,1
"Surprisingly, Instructions are followed step by step.",0,0,0,0,0,1
"Surprisingly, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Actually, I'm pleasantly surprised!",0,0,0,0,1,0
"Lately, everything is going perfectly.",1,0,0,0,0,0
"In the morning, panic is setting in.",0,0,0,1,0,0
"Actually, stop bothering me right now.",0,0,1,0,0,0
"Surprisingly, the meeting started on time.",0,0,0,0,0,1
"To be honest, I am going to the store.",0,0,0,0,0,1
"Actually, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Today, the book is on the table.",0,0,0,0,0,1
"Actually, a constant state of dread.",0,0,0,1,0,0
"Today, this makes my blood boil.",0,0,1,0,0,0
"Lately, that's a twist i didn't foresee.",0,0,0,0,1,0
"Lately, I'm radiating positivity today.",1,0,0,0,0,0
"Surprisingly, I just want to stay in bed and cry.",0,1,0,0,0,0
"Finally, It's been a tough day.",0,1,0,0,0,0
"In the morning, feeling very grateful and happy.",1,0,0,0,0,0
"Usually, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Surprisingly, that's a twist i didn't foresee.",0,0,0,0,1,0
"Finally, that loud noise startled me.",0,0,0,1,0,0
"Usually, stop bothering me right now.",0,0,1,0,0,0
"Usually, It's a very lonely day.",0,1,0,0,0,0
"Today, completely blindsided by this.",0,0,0,0,1,0
"Actually, this is the best news ever.",1,0,0,0,0,0
"Finally, a standard procedure was applied.",0,0,0,0,0,1
"Usually, don't push me any further.",0,0,1,0,0,0
"Actually, I feel so vulnerable and scared.",0,0,0,1,0,0
"Finally, everything is going perfectly.",1,0,0,0,0,0
"Usually, success at last, i'm thrilled!",1,0,0,0,0,0
